TOPIC,LINK,AGENCY,AMOUNT,CLOSE DATE,ADDITIONAL INFO
Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/PAR-18-541.html,HHS,,5/7/20,
"Technologies for Healthy Independent Living for Heart Lung Blood and Sleep Disorders (R43- Clinical Trial Not Allowed)",https://www.sbir.gov/sbirsearch/detail/1470675,HHS,,6/10/20,
"NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart Lung Blood and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",https://www.sbir.gov/sbirsearch/detail/1490307,HHS,,7/9/20,
"NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart Lung Blood and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",https://www.sbir.gov/sbirsearch/detail/1490303,HHS,,7/9/20,
CREATE Bio Optimization Track for Biologics (SBIR-U44),https://www.sbir.gov/sbirsearch/detail/1313197,HHS,,9/7/20,
CREATE Bio Development Track: Nonclinical and Early-Phase Clinical Development for Biologics (U44 Clinical Trial Optional),https://www.sbir.gov/node/1418325,HHS,,9/7/20,
Analytical Validation of a Candidate Biomarker for Neurological Disease (U44 Clinical Trial Optional),https://www.sbir.gov/sbirsearch/detail/1418143,HHS,,9/7/20,
Clinical Validation of a Candidate Biomarker for Neurological Disease (U44 Clinical Trial Optional),https://www.sbir.gov/sbirsearch/detail/1418149,HHS,,9/7/20,
CREATE Bio Development Track: Nonclinical and Early-Phase Clinical Development for Biologics (U44 Clinical Trial Optional),https://www.sbir.gov/node/1418325,HHS,,9/7/20,
Novel Nucleic Acid Sequencing Technology Development (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/rfa-files/rfa-hg-18-001.html,HHS,,9/10/20,
BRAIN Initiative: Next-Generation Invasive Devices for Recording and Modulation in the Human Central Nervous System (U44 Clinical Trial Required),https://grants.nih.gov/grants/guide/rfa-files/rfa-ns-18-021.html,HHS,,10/21/20,
Translational Neural Devices (U44 Clinical Trial Required),https://www.sbir.gov/sbirsearch/detail/1333277,HHS,,10/21/20,
Investigational New Drug (IND)-enabling Development of Medications to Treat Alcohol Use disorder and Alcohol-related disorders (U44- Clinical Trial Optional),https://www.sbir.gov/node/1420401,HHS,,12/4/20,
Investigational New Drug (IND)-enabling Development of Medications to Treat Alcohol Use disorder and Alcohol-related disorders (UT2 Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/par-18-580.html,HHS,,12/4/20,
Testing Lifespan/Healthspan-Extension Interventions in the Models of Alzheimer’s Disease (AD/ADRD) (R41/R42 Clinical Trial Not Allowed),https://www.sbir.gov/node/1418321,HHS,,1/5/21,
Complex Technologies and Therapeutics Development for Mental Health Research and Practice (R41/R42- Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-579.html,HHS,,1/5/21,
Testing Lifespan/Healthspan-Extension Interventions in the Models of Alzheimer’s Disease (AD/ADRD) (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/par-18-512.html,HHS,,1/5/21,
Lab to Marketplace: Tools for Brain and Behavioral Research (R43/R44- Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/par-18-565.html,HHS,,1/5/21,
Testing Lifespan/Healthspan-Extension Interventions in the Models of Alzheimer’s Disease (AD/ADRD) (R41/R42 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/par-18-514.html,HHS,,1/5/21,
Innovative Molecular Analysis Technology Development for Cancer Research and Clinical Care (R43/R44 Clinical Trial Not Allowed),https://www.sbir.gov/sbirsearch/detail/1317765,HHS,,1/5/21,
"Cancer Prevention Diagnosis and Treatment Technologies for Low-Resource Settings (R41/R42- Clinical Trial Optional)",https://www.sbir.gov/sbirsearch/detail/1496819,HHS,,1/5/21,
Testing Lifespan/Healthspan-Extension Interventions in the Models of Alzheimer’s Disease (AD/ADRD) (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/par-18-512.html,HHS,,1/5/21,
Lab to Marketplace: Tools for Brain and Behavioral Research (R43/R44- Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-819.html,HHS,,1/5/21,
"BRAIN Initiative: Development Optimization and Validation of Novel Tools and Technologies for Neuroscience Research (STTR)(R41/R42 Clinical Trial Not Allowed)",https://grants.nih.gov/grants/guide/pa-files/pa-18-870.html,HHS,,1/5/21,
Department of Health and Human Services Part 1. Overview Information,https://grants.nih.gov/grants/annotated_foa.pdf,HHS,,1/5/21,
Lab to Marketplace: Tools for Brain and Behavioral Research (R43/R44- Clinical Trial Optional)Lab to Marketplace: Tools for Brain and Behavioral Research (R43/R44- Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-819.html,HHS,,1/5/21,
Complex Technologies and Therapeutics Development for Mental Health Research and Practice (R43/R44 Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-566.html,HHS,,1/5/21,
"Cancer Prevention Diagnosis and Treatment Technologies for Low-Resource Settings (R43/R44- Clinical Trial Optional)",https://www.sbir.gov/sbirsearch/detail/1496813,HHS,,1/5/21,
NeuroNEXT Small Business Innovation in Clinical Trials (U44 Clinical Trial Optional),https://www.sbir.gov/node/1427827,HHS,,1/5/21,
Development of Novel and Emerging Technologies for Cryogenic or Long-term Preservation and Revival of Drosophila and Zebrafish Genetic Stocks (R43/R44 Clinical Trial Not Allowed).,https://orip.nih.gov/development-novel-and-emerging-technologies-cryogenic-or-long-term-preservation-and-revival,HHS,,1/5/21,
Development of Novel and Emerging Technologies for Cryogenic or Long-term Preservation and Revival of Drosophila and Zebrafish Genetic Stocks (R41/R42Clinical Trial Not Allowed).,https://orip.nih.gov/development-novel-and-emerging-technologies-cryogenic-or-long-term-preservation-and-revival-0,HHS,,1/5/21,
Radiological/Nuclear Medical Countermeasure Product Development Program (SBIR) (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/pa-18-525.html,HHS,,1/5/21,
NINDS Exploratory Clinical Trials for Small Business (R44 Clinical Trial Required),https://grants.nih.gov/grants/guide/pa-files/par-18-618.html,HHS,,1/5/21,
NINDS Exploratory Clinical Trials for Small Business (R42 Clinical Trial Required),https://grants.nih.gov/grants/guide/pa-files/par-18-617.html,HHS,,1/5/21,
NIBIB Exploratory Clinical Trials for Small Business (R44 Clinical Trial Required),https://grants.nih.gov/grants/guide/pa-files/pa-18-631.html,HHS,,1/5/21,
NINDS Renewal Awards of SBIR Phase II Grants (Phase IIB) for Clinical Trials and Clinical Research (R44 Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/par-18-665.html,HHS,,1/5/21,
Competing Renewal Awards of SBIR Phase IIB Grants for Brain and Behavior Tools (R44-Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-567.html,HHS,,1/5/21,
Novel Genomic Technology Development (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/par-18-779.html,HHS,,1/7/21,
NIAID SBIR Phase II Clinical Trial Implementation Cooperative Agreement (U44 Clinical Trial Required),https://grants.nih.gov/grants/guide/pa-files/par-18-632.html,HHS,,1/13/21,
HEAL Initiative: Translational Devices to Treat Pain (U44 Clinical Trial Optional),https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-19-017.html,HHS,,2/22/21,
Wearable Alcohol Biosensors (STTR) (R41/R42- Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-785.html,HHS,,4/5/21,
Novel Tools and Devices for Animal Research Facilities and to Support Care of Animal Models (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/PAR-19-265.html,HHS,,4/5/21,
Wearable Alcohol Biosensors (SBIR) (R43/R44- Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-786.html,HHS,,4/5/21,
Better Defining Growth Medium to Improve Reproducibility of Cell Culture (SBIR) (R43/R44- Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/pa-18-815.html,HHS,,4/5/21,
Better Defining Growth Medium to Improve Reproducibility of Cell Culture (STTR) (R41/R42- Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/pa-18-816.html,HHS,,4/5/21,
SBIR Technology Transfer (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/PA-18-705.html,HHS,,4/5/21,
Novel Tools and Devices for Animal Research Facilities and to Support Care of Animal Models (R41/R42 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/PAR-19-266.html,HHS,,4/5/21,
"BRAIN Initiative: Development Optimization and Validation of Novel Tools and Technologies for Neuroscience Research (SBIR) (R43/R44- Clinical Trial Not Allowed)",https://grants.nih.gov/grants/guide/pa-files/pa-18-871.html,HHS,,5/6/21,
"BRAIN Initiative: Development Optimization and Validation of Novel Tools and Technologies for Neuroscience Research (STTR) (R41/R42- Clinical Trials Not Allowed)",https://grants.nih.gov/grants/guide/pa-files/pa-18-871.html,HHS,,5/6/21,
Novel Tools for Investigating Brain-derived GPCRs in Mental Health Research (R41/R42 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/pa-18-709.html,HHS,,9/5/21,
Innovative Technologies for HIV Behavioral and Social Science Research (R43/R44 Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/PA-18-928.html,HHS,,9/5/21,
Commercializing Understudied Proteins from the Illuminating the Druggable Genome Project (IDG) (R43/R44 Clinical Trial Not Allowed),https://www.sbir.gov/sbirsearch/detail/1607815,HHS,,9/5/21,
Commercializing Understudied Proteins from the Illuminating the Druggable Genome Project (IDG) (R41/R42 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/PA-19-033.html,HHS,,9/5/21,
Novel Approaches for Relating Genetic Variation to Function and Disease (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/pa-19-043.html,HHS,,9/5/21,
Computational Genomics and Data Science Opportunities for Small Business (R43/R44 Clinical Trial Not Allowed),https://www.sbir.gov/sbirsearch/detail/1607803,HHS,,9/5/21,
Novel Tools for Investigating Brain-derived GPCRs in Mental Health Research (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/pa-18-708.html,HHS,,9/5/21,
"Advancing Imaging Device Production and Clinical Capabilities in Digital Dentistry (R41/R42 Clinical Trial Not Allowed)",https://grants.nih.gov/grants/guide/pa-files/pa-19-021.html,HHS,,9/5/21,
"Advancing Imaging Device Production and Clinical Capabilities in Digital Dentistry (R43/R44 Clinical Trial Not Allowed)",https://grants.nih.gov/grants/guide/pa-files/PA-19-022.html,HHS,,9/5/21,
Innovative Technologies for HIV Behavioral and Social Science Research (R41/R42 Clinical Trial Optional),https://grants.nih.gov/grants/guide/pa-files/pa-18-927.html,HHS,,9/5/21,
HEAL Initiative: America’s Startups and Small Businesses Build Technologies to Stop the Opioid Crisis (R41/R42- Clinical Trial Optional),https://grants.nih.gov/grants/guide/rfa-files/rfa-da-19-020.html,HHS,,9/8/21,
HEAL Initiative: America’s Startups and Small Businesses Build Technologies to Stop the Opioid Crisis (R43/R44- Clinical Trial Optional),https://grants.nih.gov/grants/guide/rfa-files/rfa-da-19-019.html,HHS,,9/8/21,
Enabling Technologies to Accelerate Development of Oral Biodevices (R41/R42 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/PA-19-075.html,HHS,,1/5/22,
Enabling Technologies to Accelerate Development of Oral Biodevices (R43/R44 Clinical Trial Not Allowed),https://grants.nih.gov/grants/guide/pa-files/PA-19-076.html,HHS,,1/5/22,
Clean and Safe Water,http://supporteddecisionmaking.com/sites/default/files/career_related_outcomes_transition_demonstration.pdf,EPA,,7/31/19, Microplastics/Water Infrastructure/PFAs/Pathogen Treatment/Antibiotic Resistant Bacteria/HABs/Resource Recovery for Decentralized Wastewater Systems
Air Quality,https://www.fedconnect.net/FedConnect/PublicPages/PublicSearch/Public_Opportunities.aspx,EPA,,7/31/19,Innovation in Ambient Air Monitoring Technology/Ethylene Oxide/Sulfur Dioxide
Land Revitalization,https://www.fedconnect.net/FedConnect/PublicPages/PublicSearch/Public_Opportunities.aspx,EPA,,7/31/19,Mining
Homeland Security,https://www.fedconnect.net/FedConnect/PublicPages/PublicSearch/Public_Opportunities.aspx,EPA,,7/31/19,Decontamination Water Security Monitoring
Sustainable Materials Management,https://www.fedconnect.net/FedConnect/PublicPages/PublicSearch/Public_Opportunities.aspx,EPA,,7/31/19,Materials Market Development for Industrial Non-Hazardous Secondary Materials/Preventing Food Waste
Safer Chemicals,https://www.fedconnect.net/FedConnect/PublicPages/PublicSearch/Public_Opportunities.aspx,EPA,,7/31/19,Commercial and Consumer Paint and Coating Removal Products

